drug,l2s2_n_total,l2s2_n_signatures,l2s2_n_significant,l2s2_n_significant_mimic,l2s2_n_significant_general,l2s2_signatures,l2s2_mimic_signatures,l2s2_general_signatures,l2s2_n_sig_pval,l2s2_min_pvalue,l2s2_min_adj_pvalue,l2s2_min_pvalue_general,l2s2_min_adj_pvalue_general,l2s2_min_pvalue_up,l2s2_min_adj_pvalue_up,l2s2_mean_neglog10p,l2s2_max_neglog10p,l2s2_mean_odds_ratio,l2s2_max_odds_ratio,l2s2_direction,l2s2_retrieval_sort,l1k_n_total,l1k_n_signatures,l1k_signatures,l1k_mean_score,l1k_max_score,l1k_false_rescue,n_engines,n_total_signatures,regulatory_status,approved_jurisdiction,mechanism,target_axis,candidate_tier,lincs_eligible,lookup_source,mechanism_flag,firewall_status,firewall_reason,lincs_drug,signature_has_nominal_genes
ciprofloxacin,1,1,0,0,0,,,,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-0.0,0.0,0.0,NOT_SIGNIFICANT,adj_pvalue_down (rescue-sorted),0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,ciprofloxacin,False
citalopram,2,2,0,0,0,,,,0,1.0,1.0,0.999999997839191,1.0,0.030620607699729,0.4254931838706273,-0.0,-0.0,0.006,0.011,NOT_SIGNIFICANT,adj_pvalue_down (rescue-sorted),0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,citalopram,False
cladribine,1,1,0,0,0,,,,0,0.9999999999997872,1.0,0.9999847937624896,1.0,0.0305103770429415,0.5000843496425292,0.0,0.0,0.268,0.268,NOT_SIGNIFICANT,adj_pvalue_down (rescue-sorted),0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,cladribine,False
clemastine,1,1,0,0,0,,,,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-0.0,0.0,0.0,NOT_SIGNIFICANT,adj_pvalue_down (rescue-sorted),0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,clemastine,False
clindamycin,1,1,0,0,0,,,,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-0.0,0.0,0.0,NOT_SIGNIFICANT,adj_pvalue_down (rescue-sorted),0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,clindamycin,False
clioquinol,2,2,0,0,0,,,,0,0.9999999999997712,1.0,0.9996125420777004,1.0,0.0074143622530709,0.3076788971850099,0.0,0.0,0.19,0.38,NOT_SIGNIFICANT,adj_pvalue_down (rescue-sorted),0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,clioquinol,False
clofazimine,2,2,0,0,0,,,,0,0.9999999999998336,1.0,0.9994676167856013,1.0,0.0302987532345206,0.5000843496425292,0.0,0.0,0.173,0.346,NOT_SIGNIFICANT,adj_pvalue_down (rescue-sorted),0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,clofazimine,False
clonidine,1,1,0,0,0,,,,0,0.9999999999997532,1.0,1.0000000048458983,1.0,0.0151690420290748,0.3925736407145438,0.0,0.0,0.051,0.051,NOT_SIGNIFICANT,adj_pvalue_down (rescue-sorted),0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,clonidine,False
clozapine,5,5,0,2,0,,GSE22206_fibro_case_v_control_150_rescue;GSE22206_fibro_case_v_control_250_rescue,,0,1.0000000000004008,1.0,0.999998812923423,1.0,5.194732384813954e-05,0.0033476339696993,-0.0,-0.0,0.095,0.272,MIMIC,adj_pvalue_down (rescue-sorted),0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,clozapine,False
cobicistat,3,3,0,0,0,,,,0,1.000000000000126,1.0,0.99631511402531,1.0,0.0142470218514482,0.3925736407145438,-0.0,-0.0,0.291,0.412,NOT_SIGNIFICANT,adj_pvalue_down (rescue-sorted),0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,cobicistat,False
colchicine,6,6,0,5,0,,GSE22206_case_v_control_150_rescue;GSE22206_case_v_control_250_rescue;GSE22206_fibro_case_v_control_100_rescue;GSE22206_fibro_case_v_control_150_rescue;GSE22206_fibro_case_v_control_250_rescue,,0,0.999999999999168,1.0,0.0321656630257851,1.0,1.4790842821190025e-17,7.413499107376468e-15,0.0,0.0,0.524,1.896,MIMIC,adj_pvalue_down (rescue-sorted),0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,colchicine,False
copanlisib,3,3,0,0,0,,,,0,1.000000000000029,1.0,0.9969318544900329,1.0,0.0016050852207308,0.167807117133392,-0.0,-0.0,0.333,0.427,NOT_SIGNIFICANT,adj_pvalue_down (rescue-sorted),0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,copanlisib,False
cyclizine,1,1,0,0,0,,,,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-0.0,0.0,0.0,NOT_SIGNIFICANT,adj_pvalue_down (rescue-sorted),0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,cyclizine,False
cyclobenzaprine,1,1,0,0,0,,,,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-0.0,0.0,0.0,NOT_SIGNIFICANT,adj_pvalue_down (rescue-sorted),0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,cyclobenzaprine,False
dacarbazine,2,2,0,0,0,,,,0,0.9999999999997968,1.0,0.9993456325376376,1.0,0.0149740301498997,0.4108661696454894,0.0,0.0,0.188,0.375,NOT_SIGNIFICANT,adj_pvalue_down (rescue-sorted),0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,dacarbazine,False
dapsone,1,1,0,0,0,,,,0,1.000000000000497,1.0,0.9999999555197392,1.0,0.0303635131715533,0.5334206113915053,-0.0,-0.0,0.194,0.194,NOT_SIGNIFICANT,adj_pvalue_down (rescue-sorted),0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,dapsone,False
darunavir,1,1,0,0,0,,,,0,0.9999999999998996,1.0,0.999602995613577,1.0,0.0303213661422564,0.5000843496425292,0.0,0.0,0.338,0.338,NOT_SIGNIFICANT,adj_pvalue_down (rescue-sorted),0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,darunavir,False
deferasirox,1,1,0,0,0,,,,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-0.0,0.0,0.0,NOT_SIGNIFICANT,adj_pvalue_down (rescue-sorted),0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,deferasirox,False
dehydroepiandrosterone,1,1,0,0,0,,,,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-0.0,0.0,0.0,NOT_SIGNIFICANT,adj_pvalue_down (rescue-sorted),0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,dehydroepiandrosterone,False
desvenlafaxine,1,1,0,0,0,,,,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-0.0,0.0,0.0,NOT_SIGNIFICANT,adj_pvalue_down (rescue-sorted),0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,desvenlafaxine,False
dexamethasone,7,7,0,0,0,,,,0,0.9999999999981188,1.0,0.2560042024488023,1.0,0.0009301658958594,0.0979313038667583,0.0,0.0,0.358,1.619,NOT_SIGNIFICANT,adj_pvalue_down (rescue-sorted),0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,dexamethasone,False
dexamethasone acetate,1,1,0,0,0,,,,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-0.0,0.0,0.0,NOT_SIGNIFICANT,adj_pvalue_down (rescue-sorted),0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,dexamethasone acetate,False
diazepam,1,1,0,0,0,,,,0,1.0000000000000435,1.0,0.9999999880539407,1.0,0.0304924479027192,0.5334206113915053,-0.0,-0.0,0.165,0.165,NOT_SIGNIFICANT,adj_pvalue_down (rescue-sorted),0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,diazepam,False
diazoxide,1,1,0,0,0,,,,0,0.999999999999884,1.0,0.9999999589052228,1.0,0.030457885112219,0.5324068150255642,0.0,0.0,0.106,0.106,NOT_SIGNIFICANT,adj_pvalue_down (rescue-sorted),0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,diazoxide,False
diclofenac,1,1,0,0,0,,,,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-0.0,0.0,0.0,NOT_SIGNIFICANT,adj_pvalue_down (rescue-sorted),0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,diclofenac,False
dicloxacillin,3,3,0,0,0,,,,0,0.9999999999996206,1.0,0.0123600909026106,1.0,0.0149983928763196,0.4108661696454894,0.0,0.0,1.486,4.098,NOT_SIGNIFICANT,adj_pvalue_down (rescue-sorted),0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,dicloxacillin,False
dienestrol,4,4,0,0,0,,,,0,1.0,1.0,0.994340640848602,1.0,0.0037729584660973,0.1445692082367948,-0.0,-0.0,0.182,0.499,NOT_SIGNIFICANT,adj_pvalue_down (rescue-sorted),0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,dienestrol,False
diflunisal,2,2,0,0,0,,,,0,0.9999999999997732,1.0,0.9999999876940578,1.0,0.0151199148490549,0.3896516539537614,-0.0,0.0,0.093,0.174,NOT_SIGNIFICANT,adj_pvalue_down (rescue-sorted),0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,diflunisal,False
dimethyl fumarate,1,1,0,0,0,,,,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-0.0,0.0,0.0,NOT_SIGNIFICANT,adj_pvalue_down (rescue-sorted),0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,dimethyl fumarate,False
dinoprostone,5,5,0,1,0,,GSE22206_fibro_case_v_control_250_rescue,,0,1.0000000000000948,1.0,0.1586704590183194,1.0,0.0014788182357606,0.0460065452518351,-0.0,-0.0,0.543,1.952,MIMIC,adj_pvalue_down (rescue-sorted),0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,dinoprostone,False
diphenidol,2,2,0,0,0,,,,0,1.00000000000003,1.0,0.999008343892226,1.0,0.014951588183406,0.4108661696454894,-0.0,-0.0,0.226,0.389,NOT_SIGNIFICANT,adj_pvalue_down (rescue-sorted),0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,diphenidol,False
diphenoxylate,1,1,0,0,0,,,,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-0.0,0.0,0.0,NOT_SIGNIFICANT,adj_pvalue_down (rescue-sorted),0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,diphenoxylate,False
diphenylpyraline,2,2,0,0,0,,,,0,1.0,1.0,0.9999999888654482,1.0,0.0294995964487612,0.4918987282082528,-0.0,-0.0,0.063,0.125,NOT_SIGNIFICANT,adj_pvalue_down (rescue-sorted),0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,diphenylpyraline,False
disopyramide,1,1,0,0,0,,,,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-0.0,0.0,0.0,NOT_SIGNIFICANT,adj_pvalue_down (rescue-sorted),0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,disopyramide,False
dolutegravir,1,1,0,0,0,,,,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-0.0,0.0,0.0,NOT_SIGNIFICANT,adj_pvalue_down (rescue-sorted),0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,dolutegravir,False
donepezil,1,1,0,0,0,,,,0,0.999999999998984,1.0,0.999998086575213,1.0,0.0151725625630205,0.4108661696454894,0.0,0.0,0.259,0.259,NOT_SIGNIFICANT,adj_pvalue_down (rescue-sorted),0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,donepezil,False
dopamine,2,2,0,0,0,,,,0,1.0000000000000928,1.0,0.9999999605560644,1.0,0.0150874829397863,0.4281770988300921,-0.0,-0.0,0.136,0.157,NOT_SIGNIFICANT,adj_pvalue_down (rescue-sorted),0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,dopamine,False
dorzolamide,1,1,0,0,0,,,,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-0.0,0.0,0.0,NOT_SIGNIFICANT,adj_pvalue_down (rescue-sorted),0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,dorzolamide,False
doxapram,1,1,0,0,0,,,,0,1.000000000000404,1.0,0.999999997675894,1.0,0.015124231248266,0.2669216921682224,-0.0,-0.0,0.014,0.014,NOT_SIGNIFICANT,adj_pvalue_down (rescue-sorted),0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,doxapram,False
doxazosin,1,1,0,0,0,,,,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-0.0,0.0,0.0,NOT_SIGNIFICANT,adj_pvalue_down (rescue-sorted),0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,doxazosin,False
doxycycline,1,1,0,0,0,,,,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-0.0,0.0,0.0,NOT_SIGNIFICANT,adj_pvalue_down (rescue-sorted),0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,doxycycline,False
droperidol,2,2,0,0,0,,,,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-0.0,0.0,0.0,NOT_SIGNIFICANT,adj_pvalue_down (rescue-sorted),0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,droperidol,False
drospirenone,2,2,0,0,0,,,,0,1.0,1.0,0.9999999605560648,1.0,0.0305308027413548,0.5324068150255642,-0.0,-0.0,0.048,0.097,NOT_SIGNIFICANT,adj_pvalue_down (rescue-sorted),0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,drospirenone,False
dutasteride,1,1,0,0,0,,,,0,1.0000000000000058,1.0,0.999999985992159,1.0,0.0298825256975049,0.4918987282082528,-0.0,-0.0,0.097,0.097,NOT_SIGNIFICANT,adj_pvalue_down (rescue-sorted),0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,dutasteride,False
dydrogesterone,2,2,0,0,0,,,,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-0.0,0.0,0.0,NOT_SIGNIFICANT,adj_pvalue_down (rescue-sorted),0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,dydrogesterone,False
edaravone,1,1,0,0,0,,,,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-0.0,0.0,0.0,NOT_SIGNIFICANT,adj_pvalue_down (rescue-sorted),0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,edaravone,False
efavirenz,8,8,0,0,0,,,,0,1.0,1.0,0.9999998238026776,1.0,0.0036233721589163,0.1693853159267939,-0.0,-0.0,0.068,0.246,NOT_SIGNIFICANT,adj_pvalue_down (rescue-sorted),0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,efavirenz,False
eflornithine,1,1,0,0,0,,,,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-0.0,0.0,0.0,NOT_SIGNIFICANT,adj_pvalue_down (rescue-sorted),0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,eflornithine,False
elvitegravir,1,1,0,0,0,,,,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-0.0,0.0,0.0,NOT_SIGNIFICANT,adj_pvalue_down (rescue-sorted),0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,elvitegravir,False
emedastine,1,1,0,0,0,,,,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-0.0,0.0,0.0,NOT_SIGNIFICANT,adj_pvalue_down (rescue-sorted),0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,emedastine,False
emtricitabine,1,1,0,0,0,,,,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-0.0,0.0,0.0,NOT_SIGNIFICANT,adj_pvalue_down (rescue-sorted),0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,emtricitabine,False
enalapril,1,1,0,0,0,,,,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-0.0,0.0,0.0,NOT_SIGNIFICANT,adj_pvalue_down (rescue-sorted),0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,enalapril,False
enasidenib,1,1,0,0,0,,,,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-0.0,0.0,0.0,NOT_SIGNIFICANT,adj_pvalue_down (rescue-sorted),0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,enasidenib,False
entecavir,3,3,0,0,0,,,,0,1.0,1.0,0.9999976909424813,1.0,0.0148169484298501,0.4281770988300921,-0.0,-0.0,0.137,0.238,NOT_SIGNIFICANT,adj_pvalue_down (rescue-sorted),0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,entecavir,False
enzalutamide,4,4,0,0,0,,,,0,1.0000000000008218,1.0,0.9999999631361168,1.0,0.0152317690514634,0.243140802115362,-0.0,-0.0,0.037,0.083,NOT_SIGNIFICANT,adj_pvalue_down (rescue-sorted),0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,enzalutamide,False
erythromycin,1,1,0,0,0,,,,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-0.0,0.0,0.0,NOT_SIGNIFICANT,adj_pvalue_down (rescue-sorted),0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,erythromycin,False
esmolol,1,1,0,0,0,,,,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-0.0,0.0,0.0,NOT_SIGNIFICANT,adj_pvalue_down (rescue-sorted),0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,esmolol,False
estradiol,12,12,0,6,0,,GSE134780_HH_v_WT_fat_250_rescue;GSE22206_case_v_control_150_rescue;GSE22206_case_v_control_250_rescue;GSE22206_fibro_case_v_control_100_rescue;GSE22206_fibro_case_v_control_150_rescue;GSE22206_fibro_case_v_control_250_rescue,,0,0.9999999999984904,1.0,0.3952214007805544,1.0,1.1742829855317684e-08,1.7087711444302603e-06,-0.0,0.0,0.28,1.284,MIMIC,adj_pvalue_down (rescue-sorted),0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,estradiol,False
estradiol cypionate,4,4,0,1,0,,GSE22206_fibro_case_v_control_250_rescue,,0,0.9999999999994016,1.0,0.9947878134448968,1.0,0.0009051368917519,0.0298261527786514,0.0,0.0,0.12,0.436,MIMIC,adj_pvalue_down (rescue-sorted),0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,estradiol cypionate,False
estrone,6,6,0,0,0,,,,0,0.9999999999998314,1.0,0.9999999595608114,1.0,0.0075691001560837,0.1445692082367948,0.0,0.0,0.058,0.203,NOT_SIGNIFICANT,adj_pvalue_down (rescue-sorted),0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,estrone,False
etacrynic acid,1,1,0,0,0,,,,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-0.0,0.0,0.0,NOT_SIGNIFICANT,adj_pvalue_down (rescue-sorted),0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,etacrynic acid,False
ethylenediaminetetraacetic acid,1,1,0,0,0,,,,0,0.9999999999999958,1.0,0.99938396117786,1.0,0.0302870287318032,0.5000843496425292,0.0,0.0,0.351,0.351,NOT_SIGNIFICANT,adj_pvalue_down (rescue-sorted),0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,ethylenediaminetetraacetic acid,False
etodolac,3,3,0,0,0,,,,0,0.9999999999999544,1.0,0.9999999907809975,1.0,0.0036748286042346,0.2075532169363326,-0.0,0.0,0.073,0.146,NOT_SIGNIFICANT,adj_pvalue_down (rescue-sorted),0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,etodolac,False
etravirine,1,1,0,0,0,,,,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-0.0,0.0,0.0,NOT_SIGNIFICANT,adj_pvalue_down (rescue-sorted),0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,etravirine,False
famciclovir,2,2,0,0,0,,,,0,1.0000000000000335,1.0,0.9999694710138052,1.0,0.0150477716230191,0.3925736407145438,-0.0,-0.0,0.172,0.28,NOT_SIGNIFICANT,adj_pvalue_down (rescue-sorted),0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,famciclovir,False
famotidine,3,3,0,0,0,,,,0,0.9999999999997768,1.0,0.9999998624094988,1.0,0.0303101956859066,0.5324068150255642,0.0,0.0,0.111,0.206,NOT_SIGNIFICANT,adj_pvalue_down (rescue-sorted),0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,famotidine,False
felbamate,3,3,0,0,0,,,,0,0.9999999999990776,1.0,0.9999999883682908,1.0,0.0074543373593291,0.3110424841696662,0.0,0.0,0.081,0.178,NOT_SIGNIFICANT,adj_pvalue_down (rescue-sorted),0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,felbamate,False
fexofenadine,1,1,0,0,0,,,,0,0.99999999999955,1.0,0.9999999853615849,1.0,0.0304538491377176,0.5334206113915053,0.0,0.0,0.174,0.174,NOT_SIGNIFICANT,adj_pvalue_down (rescue-sorted),0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,fexofenadine,False
fidaxomicin,1,1,0,0,0,,,,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-0.0,0.0,0.0,NOT_SIGNIFICANT,adj_pvalue_down (rescue-sorted),0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,fidaxomicin,False
finasteride,3,3,0,0,0,,,,0,0.999999999999556,1.0,0.9536473745951168,1.0,0.030550130621132,0.5324068150255642,0.0,0.0,0.279,0.59,NOT_SIGNIFICANT,adj_pvalue_down (rescue-sorted),0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,finasteride,False
